"id","a","b"
"disikek","disikat"
"disindia","disindir"
"disingguang","disuinggung"
"disingkek","disingkat"
"disingkiakan","disingkirkan"
"disisiki","disisipi"
"disokoang","disokong"
"disomboangkan","disombongkan"
"disuduik","disudut"
"disuduikkan","disudutkan"
"disuguahkan","disuguhkan"
"disuko","disuka"
"disukoi","disukai"
"disuliang","disuling"
"disumbek","disumbat"
"disuok","disuap"
"disuruah","disuruh"
"ditabakan","ditebalkan"
"ditabang","ditebang"
"ditabeh","ditebas"
"ditabua","ditabur"
"ditabuakan","ditaburkan"
"ditabuang","ditabung"
"ditabuih","ditebus"
"ditagah","dicegah ditegah"
"ditagakkan","ditegakkan"
"ditagehkan","ditegaskan"
"ditagiah","ditagih"
"ditagua","ditegur"
"ditaguahkan","diteguhkan"
"ditaguak","diteguk"
"ditajunkan","diceburkan"
"ditakam","diterkam"
"ditakan","ditekan"
"ditakankan","ditekankan"
"ditakuak","ditekuk"
"ditakuiki","ditakuti"
"ditalaah","ditelaah"
"ditaliti","diteliti"
"ditampa","ditampar"
"ditampuah","ditempuh"
"ditampuang","ditampung"
"ditangkih","ditangkis"
"ditapeki","ditepati"
"ditarimo","diterima"
"ditaropoang","diteroong"
"ditauikkan","ditautkan"
"dite","dikte"
"ditebakan","ditebarkan"
"ditenok","dilirik"
"ditimbo","ditimba"
"ditimbuakan","ditimbulkan"
"ditindeh","ditindas"
"ditindiah","ditindih"
"ditirihkan","ditiriskan"
"ditoloang","ditolong"
"dituduah","dituduh"
"ditugehkan","ditugaskan"
"dituka","ditukar"
"ditulak","ditolak"
"ditulakkan","dikuakkan"
"ditulih","ditulis"
"ditumbok","ditambal"
"ditumbuak","ditumbuk"
"ditumpuak","ditumpuk"
"ditundo","ditunda"
"ditunjuak","ditunjuk"
"dituntuik","dituntut"
"ditupang","ditopang"
"ditusuak","ditusuk"
"ditutuakan","dituturkan"
"ditutuik","ditutup"
"diuleh","diulas"
"diuluakan","diulurkan"
"diumbankan","dicampakkan"
"diundua","diundur"
"diungkik","diungkit"
"diuntuangkan","diuntungkan"
"diunyi","dihuni"
"diurah","digerayang"
"diuruih","diurus"
"diuruik","diurut"
"diuruikkan","diurutkan"
"diusia","diusir"
"diusuakan","diusulkan"
"diusuang","diusung"
"diusuik","diusut"
"diutuih","diutus"
"dobi","benatu"
"dobol","dobel ganda"
"dompol","dempul"
"dongeang","dongeng"
"doroang","dorong"
"dosen","dosen"
"doso","dosa"
"dotor","dokter"
"du sanak","famili"
"dubalang","hulubalang"
"duduak","duduk"
"dugo","duga"
"duko","duka"
"duku","duku"
"dukuang","dukung gendong"
"dukun","dukun"
"dulang","dulang"
"dunia","dunia"
"duo","dua"
"duplikaik","duplikat"
"durhako","durhaka"
"duri","duri"
"durian","durian"
"dusun","dusun"
"duta","duta"
"duto","bohong dusta"
"duyuang","duyung"
"eboh","berisik heboh"
"edang","hidang"
"edukatif","edukatif"
"ekonomi","ekonomi"
"elite","elite"
"elo","hela"
"elok","elok"
"elok-elok","hati-hati"
"embe","ember"
"encer","encer"
"endan","senggol"
"engka","ingkar"
"ense","engsel"
"enteang","enteng enteng"
"eran","heran"
"es","es"
"esperes","ekspres"
"etnis","etnis"
"eto","hasta"
"etoang","bilang cacah hitung"
"faktor","faktor"
"fantasi","fantasi"
"final","final"
"firasat","firasat"
"fraksi","fraksi"
"gabuang","gabung"
"gabuih","gabus"
"gadai","gadai"
"gadang","besar"
"gadiang","gading"
"gadih","gadis"
"gado","lempar"
"gado-gado","gado-gado"
"gaduah","gaduh ganggu onar"
"gaduang","gedung"
"gadumpok","bingkah gelintir"
"gaga","geger gelegar"
"gagah","cakap gagah ganteng megah"
"gagak","gagak"
"gageh","gesa"
"gagok","gagap"
"gaik","gaib"
"gajah","gajah"
"gajalo","gejala"
"gaji","gaji"
"gajolak","gejolak"
"gala","gelar"
"galagaik","gelagat"
"galah","galah"
"galak","gelak"
"galang","gelang"
"galanggang","arena gelanggang"
"galatiak","gelatik"
"galau","galau"
"galeda","geledah"
"galeh","gelas"
"galeoang","kibas"
"gali","gali geli"
"galiciak","gelincir"
"galiek","geliat"
"galigato","gelegata"
"galinyai","lendir"
"galisah","gelisah"
"galitiak","gelitik"
"galoang","gelinding"
"galodo","banjir"
"galok","gelap mendung"
"galombang","gelombang"
"galora","gelora"
"galuak","batok"
"galuang","gelung"
"galuik","gelut"
"gambar","gambar"
"gambia","gambir"
"gambira","gembira"
"gambua","gembur"
"gambuang","gembung kembung"
"gambuih","gambus"
"gampa","gempal kekar"
"gampo","gempa"
"gampua","gempur"
"gamulai","gemulai"
"ganang","genang"
"gandang","gendang"
"gandiang","gandeng"
"ganduik","gendut"
"gandum","gandum"
"ganeh","ganas"
"ganggam","genggam"
"ganja","ganjal"
"ganjia","aneh ganjil"
"ganok","genap"
"ganta","gemetar genta gentar"
"gantang","gantang"
"ganti","ganti"
"gantiak","jentik pantik"
"gantuang","gantung"
"gapai","gapai"
"gapuak","gemuk"
"gapura","gapura"
"garadu","gardu"
"garagaji","gergaji"
"garah","canda gurau gurau kelakar lelucon seloroh"
"garak","gerak"
"garam","garam"
"garanaik","garanat"
"garase","garasi"
"garasi","grasi"
"garatak","ancam gertak"
"gareja","gereja"
"garetek","getar"
"garhano","gerhana"
"garih","garis"
"garihgadang","bagan"
"garobak","gerobak"
"garok","garap"
"garombol","gerombol"
"garuak","parau"
"garudo","garuda"
"garundang","berudu gerundang"
"garutu","gerutu omel"
"gasak","gasak"
"gasiang","gasing"
"gata","gatal"
"gatah","getah"
"gaua","gaul"
"gauang","gaung"
"gauik","garuk"
"gaun","gaun"
"gawaik","gawat"
"gawang","gawang"
"gayuang","gayung"
"gayuik","gayut"
"gemai","colek"
"gencet","gencat"
"genjek","jinjit"
"gensi","gengsi"
"geografi","geografi"
"geologi","geologi"
"geraman","geraham"
"gerbang","gerbang"
"giaik","giat giat"
"gigi","gigi"
"gigia","gigil"
"gigiah","gigih"
"gigik","gigit"
"gilia","gilir"
"giliang","giling"
"gilo","gila"
"gincu","gincu"
"ginjal","ginjal"
"girang","girang"
"giriak","gerek"
"gitar","gitar"
"gobah","kubah"
"goci","bejana guci"
"goni","goni"
"gontai","gontai"
"goreang","goreng"
"gosoang","gosong"
"gosok","dobi gosok"
"goyang","goyang"
"guam","guam"
"guang","gong"
"gubalo","gembala"
"gudami","cermat"
"gudang","gudang"
"gugah","gugah"
"gugua","gugur"
"guguah","gedor"
"guguik","gugup"
"gulai","gulai"
"gulaik","gulat"
"guliang","guling"
"gulimang","gelimang"
"gulo","gula"
"gulo-gulo","bon-bon"
"guluang","gulung"
"gumilang","gemilang"
"gumpa","gumpal"
"guncang","guncang"
"gundiak","gundik"
"gundu","gundu"
"gundua","gundul"
"gunjiang","gunjing"
"gunjiangan","gunjingan"
"guno","guna"
"guntiang","gunting"
"guntua","guntur"
"gunuang","gunung"
"guo","gua"
"gurambeh","cambang jambang"
"guriah","gores"
"gurilya","gerilya"
"gurinda","gerinda"
"gurindam","gurindam"
"gurito","gurita"
"guru","guru"
"guruah","guruh"
"gurun","gurun"
"gusi","gusi"
"gusua","gusur"
"gutia","kutil"
"guyah","goyah labil"
"hadaih","hadas"
"hadiah","hadiah"
"hajaik","hajat"
"haji","haji"
"hak","hak"
"hakikaik","hakekat"
"hakim","hakim"
"hal","hal"
"halaman","halaman"
"haluan","haluan"
"hantu","hantu"
"haram","haram"
"haro","hara"
"harum","harum"
"harun","wangi"
"hasil","hasil"
"helah","dalih"
"helem","helm"
"hikayaik","hikayat"
"hobi","hobi"
"hotel","hotel"
"hubuangan","relasi"
"hubungan","akses"
"hukum","hukum"
"huruf","aksara huruf"
"ibadaik","ibadat"
"ibah","hibah"
"ibaraik","ibarat"
"ibo","iba kasihan pilu"
"ibur","hibur"
"iburan","hiburan"
"idam","idam"
"idok","idap"
"iduang","hidung"
"iduik","hayat hidup"
"igau","igau"
"ihram","ihram"
"ijab","ijab"
"ijau","hijau"
"ijazah","ijazah"
"ijin","izin"
"ijo","eja"
"ijuak","ijuk"
"ikan","ikan"
"ikhtisar","ikhtisar"
"ikilas","ikhlas"
"iko","ini"
"ikua","ekor kuntit"
"ikuik","ikut"
"ilak","elak"
"ilang","hilang"
"ilang aka","bengong"
"ilia","hilir leleh"
"ilmu","ilmu"
"imaik","ekonomis hemat irit"
"imam","imam"
"imbau","imbau"
"imbuah","imbuh"
"impik","dempet impit"
"imsak","imsak"
"inai","inai"
"inang","inang"
"inap","inap"
"incik","saudari"
"inda","hindar"
"indak","tak tidak"
"indak acuah","abai"
"indak ado","tiada"
"indak karajo","menganggur"
"indak-indak","bukan-bukan"
"indakjo","tanpa"
"induak","biang"
"induak bareh","nyonya"
"induakangkang","dalang"
"industri","industri"
"ineh","cium"
"informasi","informasi"
"ingek","ingat"
"ingek-ingek","ingat-ingat"
"inggo","hingga sehingga"
"inggok","hinggap"
"ingsuik","ingsut"
"ingua","ingus"
"injah","injak"
"ino","hina"
"inpak","infak"
"insaf","insaf"
"insang","ingsang"
"insinyua","insinyur"
"instansi","instansi"
"instruksi","instruksi"
"intai","intai"
"intan","intan"
"interpiyu","interview"
"inti","inti"
"intik","intip"
"inyiak","eyang"
"inyo","dia ia"
"ipa","ipar"
"irau","hirau"
"iriang","iring"
"irik","giring"
"iruak","hiruk riuh"
"iruik","hirup resap"
"isa","isya"
"isap","hisap"
"isi","isi"
"isok","isap"
"istimewa","istimewa"
"istirahaik","istirahat"
"isu","isu"
"isuak","kelak"
"isyaraik","isyarat"
"itam","hitam"
"itiak","bebek itik"
"itikaik","iktikad"
"iyeh","hias"
"iyokan","anggukan"
"iyolah","ialah"
"iyu","hiu"
"iyuran","iuran kontribusi"
"jaasa","jaksa"
"jabaik","jabat"
"jabua","bawasir"
"jadi","jadi"
"jaek","jahat"
"jagaik","jagat"
"jago","jaga"
"jaguang","jagung"
"jahanam","jahanam"
"jahia","jahil"
"jaik","jahit"
"jajah","jajah"
"jajok","gemas"
"jakaik","zakat"
"jaket","jaket"
"jakun","jakun"
"jala","jalar rambat"
"jalak","jalak"
"jalan","jalan"
"jalang","jelang"
"jaleh","jelas"
"jalito","jelita"
"jalo","jala"
"jalua","jalur"
"jalujua","jelujur"
"jamaah","jamaah"
"jaman","zaman"
"jambektan","jembatan"
"jambu","jambu"
"jambua","jambul"
"jamin","jamin"
"jaminan","garansi"
"jamu","jamu"
"jamua","jemur"
"jan","jangan"
"jan ka","jangankan"
"jan-jan","jangan-jangan"
"janang","jenang"
"jandela","jendela"
"jangak","jangak"
"jangek","jangat"
"jangga","jaggal"
"jangguik","janggut jenggot"
"jangka","jangkar jengkal"
"jangkik","jangkit"
"jangko","jangka"
"jangkuang","jangkung"
"janguak","jenguk"
"janiah","jernih"
"janji","ikrar janji"
"jantan","jantan"
"jantuang","jantung"
"japuik","jemput"
"jarak","jarak"
"jarami","jerami merang"
"jaran","jera kapok"
"jarang","jarang"
"jarek","jerat"
"jari","jari"
"jari-jari","radius"
"jariah","jerih"
"jariang","jengkol"
"jaruju","jeruju"
"jarumuih","jerumus"
"jarun","jarum"
"jas","jas"
"jaso","jasa"
"jatuah","jatuh"
"jatuahtapai","bangkrut"
"jauah","jauh"
"jawek","jawab"
"jawi","lembu"
"jeja","bajak"
"jejok","jijik"
"jelma","jelma"
"jenjang","janjang"
"jihaik","jihad"
"jihin","jin"
"jikia","zikir"
"jikok","jika manakala"
"jilapak","geletak"
"jilatang","jelatang"
"jilbab","jilbab"
"jilek","jilat"
"jilik","jilid"
"jimaik","azimat jimat"
"jinak","jinak"
"jingkek","jingkat"
"jinih","jenis"
"jinjiang","jinjing"
"jirambok","jerembab"
"jirangau","jerangau"
"jirawek","jerawat"
"jiruih","jirus lancip"
"jiwa","jiwa"
"jo","dan"
"jodoa","moril"
"jongkek","jungkat"
"jongoih","jongos"
"jua","jual juga"
"juaro","juara"
"jubin","ubin"
"judeh","judes"
"juih","juz"
"jujuik","jujut"
"jujur","jujur"
"julang","julang"
"juliang","juling"
"julo-julo","arisan"
"julua","julur"
"jumaik","jumat"
"jumalah","jumlah"
"jungkia","jungkir"
"jungkik","jungkit"
"junjuang","junjung"
"juntai","juntai"
"juo","jua"
"juri","juri"
"ka","akan bakal ke"
"kaabiahan","kehabisan"
"kaadaan","kondisi"
"kaba","imun kabar kebal"
"kabanyo","alkisah"
"kabau","kerbau"
"kabaya","kebaya"
"kabek","ikat kebat tambat"
"kabel","kabel"
"kabilaik","kiblat"
"kabinet","kabinet"
"kabua","buram kabul kabur"
"kabuak","penggal"
"kabuang","kabung"
"kabuik","kabut"
"kabulatan","kebualatan"
"kabun","kebun"
"kabupaten","kabupaten"
"kacamatan","kecamatan"
"kacambah","kecambah"
"kacamuak","kecamuk"
"kacang","kacang"
"kacantikan","kecantikan"
"kacapatan","kecepatan"
"kacau","kacau ricuh"
"kacau balau","berantakan"
"kacewa","kecewa"
"kacimpuang","kecimpung"
"kacintoan","idaman"
"kaco","kaca"
"kacuali","kecuali"
"kacuang","kacung"
"kacuik","kecut"
"kada","kadas kudis"
"kadai","kedai pajang"
"kadalaman","intensitas"
"kadele","kedelai"
"kadi","kerdil"
"kadondoang","kedondong"
"kagiatan","kegiatan"
"kagunoan","fungsi"
"kahadiran","kehadiran"
"kaia","kail"
"kaiduikan","kehidupan"
"kaih","kais"
"kaik","gaet kait"
"kailangan","kehilangan"
"kain","kain"
"kainginan","ambisi"
"kaja","kejar"
"kajadian","kecelakaan modus peristiwa"
"kajam","kejam"
"kajamban","kencing pipis"
"kajang","kejang"
"kaji","kaji"
"kajuik","kejut"
"kajujuran","kejujuran"
"kaka","baka kekal"
"kakak","bahak"
"kakaktuo","kakaktua"
"kakang","kekang"
"kaki","kaki"
"kakobeh","watak"
"kaku","kaku"
"kakuih","jamban kakus toilet toilet"
"kaladai","keledai"
"kaladi","keladi"
"kalah","kalah"
"kalakuan","kelakuan"
"kalalawa","kelelawar"
"kalam","kelam"
"kalamai","dodol"
"kalamin","kelamin"
"kalang","galang kalang"
"kalanjuikan","kelanjutan"
"kalaparan","kelaparan"
"kalasi","kelasi"
"kalaso","kelasa"
"kalason","klakson"
"kaleh","kelas"
"kalek","kelat sepet"
"kalender","almanak"
"kaleng","kaleng"
"kalereang","kelereng"
"kali","kali"
"kalimaik","kalimat"
"kalimpasiang","kelabakan"
"kalimpasiangan","kewalahan"
"kalinci","kelinci"
"kalingkiang","kelingking"
"kaliru","keliru"
"kalompok","kelompok"
"kalontoang","kelontong"
"kalopak","kelopak"
"kalua","keluar"
"kaluah","keluh"
"kaluak","keluk"
"kaluang","kalung"
"kaluaran","edisi"
"kaluarga","keluarga"
"kaluik","kalut"
"kalulusan","kelulusan"
"kalupeh","kelu[as"
"kama","kemana"
"kamanakan","kemenakan"
"kamar","kamar"
"kamarau","kemarau"
"kamari","kemari"
"kamba","kembar"
"kambang","kembang mekar"
"kambiang","kambing"
"kambojo","semangka"
"kameh","benah kemas"
"kameja","kemeja"
"kameluik","kemelut"
"kami","kami"
"kamih","kamis"
"kamiri","kemiri"
"kampia","kampil"
"kampih","gembos kempis"
"kampo","kempa"
"kampuang","kampung"
"kampus","kampus"
"kamudahan","fasilitas"
"kamudi","kemudi"
"kamuih","kamus"
"kamuniang","kemuning"
"kamusahuaan","pamor"
"kamusahuan","pamor"
"kana","kenang"
"kanai","ciprat kena"
"kanalpot","knalpot"
"kanan","kanan"
"kancang","kencang"
"kancia","kancil"
"kandak","aspirasi hasrat kehendak"
"kandang","kandang"
"kandeh","kandas"
"kandiak","babi celeng"
"kandih","kandis"
"kandua","kendur lentur"
"kanduang","kandung"
"kanduri","kenduri"
"kangkuang","kangkung"
"kaniang","dahi jidat kening"
"kanji","kanji"
"kantang","kentang"
"kantara","kentara"
"kantua","kantor"
"kantuak","kantuk"
"kantuik","kentut"
"kanyang","kenyang"
"kanyataan","fakta"
"kapa","bahtera kapal"
"kapadusian","feminim"
"kapak","kapak kepak"
"kapalang","kepalang"
"kapalo","kepala"
"kapan","kafan"
"kapandaian","kepandaian"
"kaparaik","keparat"
"kapatang","kemarin"
"kapeh","kapas"
"kapia","kafir"
"kapiang","keping"
"kapik","kepit"
"kapindiang","bangsat kepinding"
"kapital","kapital"
"kapitiang","kepiting"
"kapua","kapur"
"kapuang","kepung"
"kapundan","kepundan"
"kapuyuak","lipas"
"karabaik","kerabat"
"karaben","karabin"
"karah","kerah"
"karajo","karya kerja"
"karak","kerak"
"karakok","kerakap"
"karam","karam"
"karambia","kelapa kerambil"
"karamik","keramik"
"karampang","selangkang selangkang"
"karang","kerang"
"karangko","kerangka"
"karanjang","keranjang"
"karanngo","serangga"
"karano","karena"
"karasuakan","kerasukan"
"karateh","kertas"
"karatehtaba","karton"
"karatu","kartu"
"karburator","karburator"
"karduih","kardus"
"kareh","keras"
"kareh kapalo","badung"
"karek","karat kerat"
"karekel","koral"
"karempeang","kerempeng"
"karengkang","bandel"
"karet","karet"
"kareta","kereta"
"karetapi","sepur"
"kari","qari"
"kariang","kering"
"karibik","karbit"
"karicih","karcis"
"karidik","kredit"
"karih","keris"
"karik","akrab karib"
"karisis","krisis"
"karitiang","ikal"
"karitik","kritik"
"karma","karma"
"karo","kera monyet"
"karoban","mangsa"
"karobol","karbol"
"karoncoang","keroncong"
"karongkoangan","kerongkongan tenggorokan"
"karpet","karpet"
"karuah","dengkur keruh"
"karuak","keruk"
"karuan","keruan"
"karuang","karung"
"karubuang","kerubung"
"karucuik","kerucut"
"karugian","kerugian"
"karumuik","keriput"
"karun","karun"
"karupuak","kerupuk"
"kas","kas"
"kasa","kasar"
"kasadaran","kesadaran"
"kasado","semua"
"kasah","kasa"
"kasahiahan","keabsahan"
"kasang","gersang"
"kasatria","kesatria"
"kasau","kasau"
"kasek","kesat"
"kaset","kaset"
"kasia","kasir"
"kasiah","kasih"
"kasilapan","kesilapan"
"kasimpulan","kesimpulan"
"kasin","kebiri"
"kasti","kasti"
"kasua","kasur tilam"
"kasulitan","kesulitan"
"katagangan","ketegangan"
"katagiaan","kecanduan"
"katakuikan","ketakutan"
"kataledoran","keteledoran"
"katam","ketam"
"katan","ketan"
"katapang","ketapang"
"katapi","minggir"
"katiak","ketiak"
"katiding","ketiding"
"katiduran","ketiduran"
"katik","katib"
"katitiran","ketitiran perkutut"
"kato","kata"
"katua","ketua ketua"
"katuak","ketuk"
"katuang","katung penyu"
"katubah","khotbah"
"katuik","katup"
"katulistiwa","khatulistiwa"
"katumba","ketumbar"
"katupek","ketupat"
"katurunan","generasi keturunan"
"kauih","kaus"
"kaum","kaum"
"kautuhan","integritas"
"kawa","kawal"
"kawah","kawah"
"kawan","kawan rekan"
"kawek","kawat"
"kawin","kawin"
"kayal","angan-angn khayal"
"kayo","kaya"
"kayu","kayu"
"kayuah","genjot kayuh"
"kecek","bincang omong ujar"
"kelok","belok kelok liku"
"kemah","kemah"
"kempuih","penyek ringsek"
"kencoang","mencong"
"ketek","kecil"
"ketupek","kupat"
"kiaik","kiat"
"kiamaik","kiamat"
"kianaik","khianat"
"kicap","kecap"
"kicuah","kecoh"
"kida","kidal kiri"
"kidimaik","khidmat"
"kieh","kias"
"kijang","kijang"
"kijok","kejap"
"kikih","kikis"
"kikuak","kikuk"
"kilabang","kelabang"
"kilaf","khilaf"
"kilang","kilang"
"kileh","kilas"
"kilek","halilintar kilap kilat"
"kilik","kelip"
"kilir","kelir"
"kilo","kilo"
"kina","kina"
"kini","sekarang"
"kinyam","cicip kenyam"
"kipeh","kipas"
"kiper","kiper"
"kiraah","qiraah"
"kiramaik","keramat"
"kirim","kirim"
"kiro","kira"
"kisa","kisar"
"kitab","kitab"
"kito","kita"
"kocok","kocok"
"kodah","jorok"
"kode","kode"
"kodi","kodi"
"koh","kah"
"kok","adapun kalau"
"koki","koki"
"kolak","kolak"
"kolam","kolam"
"koloang","kolong"
"kolom","kolom"
"koma","koma"
"komentar","komentar"
"kompak","kompak"
"kompas","kompas"
"komploik","komplot"
"komponen","komponen"
"kompor","kompor"
"kontan","kontan"
"kontrol","kontrol"
"koperasi","koperasi"
"koran","koran"
"korma","kurma"
"koroang","desa"
"kosoang","kosong lowong"
"kotak","kotak"
"kuah","kuah"
"kuaik","kuat mapan"
"kuali","kuali wajan"
"kualo","kuala"
"kuas","kuas"
"kuaso","kuasa"
"kuatir","khawatir kuatir"
"kubak","kupas"
"kubik","kubik"
"kubu","kubu"
"kubua","kubur"
"kubuih","kubus"
"kucai","kucai"
"kucapi","kecapi"
"kucepak","gemercik"
"kucia","kucil"
"kuciang","kucing"
"kucua","kucur"
"kudaraik","kodrat"
"kudian","kemudian"
"kudo","kuda"
"kudok","kudap"
"kudrat","kuadrat"
"kuduak","kuduk tengkuk tengkuk"
"kuduang","kudung"
"kue","kue"
"kukua","kukur"
"kukuak","kokok"
"kukuih","kukus"
"kulabu","abu-abu kelabu"
"kulambu","kelambu"
"kulepak","kelepak"
"kuli","kuli"
"kuliah","kuliah"
"kulik","kulit"
"kuliliang","keliling"
"kulindan","kelindan"
"kulipik","pelipit"
"kuma","kumal"
"kuman","kuman"
"kumandan","komandan"
"kumando","komando"
"kumayan","kemenyan"
"kumbah","birah"
"kumbali","kembali"
"kumbang","kumbang"
"kumidi","komedi"
"kuminih","komunis"
"kumio","pemeo"
"kumisi","komisi"
"kumpua","kumpul"
"kumua","kumur"
"kumuah","kotor"
"kunana","giur"
"kunci","kunci"
"kuncuik","kuncup"
"kungkuang","kungkung"
"kuniang","kuning"
"kunik","kunyit"
"kunjuang","kunjung"
"kuno","kuno"
"kunun","konon"
"kunyah","kunyah"
"kuok","kuap"
"kupiah","kopiah peci"
"kupon","kupon"
"kupur","kufur"
"kuraan","quran"
"kurah","kuras"
"kurang","kurang minim"
"kurapai","cecunguk"
"kurawal","kurawal"
"kurban","kurban qurban"
"kurenah","gaya"
"kurikulum","kurikulum"
"kurir","kurir"
"kurisi","kursi"
"kuro-kuro","gembok"
"kurok","kurap"
"kuruang","kurung sekap"
"kuruih","kurus"
"kurusuih","kursus"
"kusam","kusam"
"kusau","kusau"
"kusia","kusir sais sais"
"kusta","kusta"
"kusuak","khusuk"
"kusuih","khas"
"kusuik","kusut runyam ruwet"
"kutang","kutang"
"kutik","kutip"
"kutiko","ketika"
"kutingak","gulita"
"kutu","kutu"
"kutuak","kutuk"
"kutub","kutub"
"kuyak","koyak"
"kuyu","kuyu sayu"
"kuyuik","kuyup"
"labah","lebah"
"labai","lebai"
"labek","lebat"
"label","label"
"labi","kura-kura"
"labiah","lebih"
"labo","laba"
"labu","labu"
"labuah","labuh lebuh lorong"
"laci","laci"
"lacuik","dera lecut"
"ladang","ladang"
"ladiang","golok lading parang"
"ladiangketek","badik"
"lado","cabai lada"
"lagak","dandan lagak"
"lagenda","legenda"
"lago","laga"
"lagu","lagu"
"lah","sudah"
"lahaik","lahad"
"lahia","lahir"
"lai","lagi"
"laia","layar"
"laik","abdi"
"laikoh","adakah"
"lain","lain"
"lajur","lajur"
"lakang","lekang"
"lakeh","dini lekas segera"
"lakek","lekat"
"laki","laki"
"laknaik","laknat"
"lakok","lekap"
"laku","laku laris"
"lakuak","lakuk"
"lakuang","lekung"
"lalai","alpa lalai lena"
"lalim","lalim zalim"
"lalok","lelap"
"lalu","lalu"
"laluaso","leluasa"
"laluhua","leluhur"
"lamah","daif lemah"
"lamak","afdal enak kolesterol lemak lezat nyenyak sedap"
"lamang","lemang"
"lamari","almari lemari"
"lambah","lembah"
"lambai","lambai"
"lambang","lambang lembang"
"lambek","lambat perlahan"
"lambiak","lembik"
"lambiang","lembing"
"lambok","lembab"
"lambuang","lambung"
"lambuang lambuang","balon"
"lameh","lemas"
"lamo","lama"
"lampau","lampau silam"
"lampieh","lampias"
"lampin","popok"
"lampu","lampu"
"lampuang","lampung"
"lanca","lancar mulus"
"lancang","lancang"
"landai","landai"
"landak","landak"
"lando","landa"
"langan","lengan"
"langang","lengang senyap sepi"
"langau","lalat"
"langga","langgar"
"langganan","langganan"
"langiah","sengau"
"langik","langit"
"langkah","langkah"
"langkiang","lengking"
"langkok","lengkap"
"langkuang","lengkung"
"langkueh","lengkuas"
"langsiang","langsing"
"langsuang","langsung"
"lanjuk","lanjut"
"lansai","langsai lunas"
"lansek","langsat"
"lanta","lantar"
"lantai","lantai"
"lantak","lantak tabrak"
"lantang","lantang"
"lanteh","lantas"
"lantiak","lantik lentik"
"lantun","pantul"
"lanyok","lenyap"
"lap","lap"
"lapa","lapar"
"lapang","lega senggang"
"lapau","lepau warung"
"lapeh","lepas lolos"
"lapek","lepat"
"lapiah","jalin"
"lapiak","lapik tikar"
"lapih","lapis"
"lapor","lapor"
"lapuah","lepuh"
"lapuak","lapuk"
"lara","lara"
"larai","lerai"
"lareh","laras"
"larek","larat"
"lari","lari"
"laruik","larut"
"las","las"
"lasa","makroni"
"lasak","lasak"
"lasau","derau"
"lasim","normal"
"laso","laksa"
"lasuang","lesung"
"latah","latah"
"latak","letak posisi"
"latar","latar"
"latiah","latih lelah letih"
"latuih","ledak letus"
"lauak","lauk"
"lauik","laut"
"laun","laun"
"lawah","laba-laba"
"laweh","luas"
"layah","ceper"
"layang","layang"
"layok","layap"
"layua","layu"
"leba","lebar"
"leceh","leceh"
"lem","lem"
"lengah","lengah"
"lenggang","lenggang"
"lenggok","lenggok"
"lengkek","lengket"
"lenyai","lesu"
"lepoang","poles"
"lereang","lereng"
"les","les"
"lesek","nakal"
"letai","lunglai"
"lia","jalang liar"
"liang","liang"
"libaik","libat"
"licin","licin"
"lidah","lidah"
"lidih","lidi"
"liek","liat lihat"
"ligaik","gesit pandai"
"lihia","leher"
"lilah","lugu"
"lilik","lilit"
"lilin","lilin"
"limau","jeruk limau"
"limbago","lembaga"
"limbah","limbah"
"limbak","luber"
"limbayuang","lembayung"
"limbek","lele"
"limbubu","limbubu"
"limeh","limas"
"limo","lima"
"limpah","limpah"
"limpo","limpa"
"limumu","ketombe"
"limun","limun"
"linang","linang"
"lincah","lincah"
"lindang","musnah"
"lindeh","lindas"
"lindok","redup"
"linduang","lindung naung"
"linggih","linggis"
"lingka","lingkar"
"lingkuik","lingkup"
"lintah","lintah"
"lintang","lintang"
"linte","lintas"
"lipek","lipat"
"lipuik","liput"
"lirik","deret jejer"
"lisan","lisan"
"listrik","listrik"
"litak","capek"
"liter","liter"
"liua","liur"
"liuak","liuk"
"liui","liur"
"liwaik","lewat"
"loak","loak"
"lobak","lobak"
"lobo","serakah tamak"
"logaik","logat"
"logam","logam"
"logartma","logaritma"
"logika","logika"
"logis","logis"
"logo","logo"
"lokal","lokal"
"lokan","lokan"
"loket","loket"
"lompek","lompat"
"lompoang","lompong"
"lonceang","bel lonceng"
"loncek","katak kodok loncat"
"lonjak","lonjak"
"lonjoang","lonjong"
"lonsor","longsor"
"lontoang","lontong"
"lori","lori"
"los","los"
"loteang","loteng"
"lotere","lotre"
"loyang","loyang"
"loyo","loyo"
"lua","luar"
"lubang","lubang rongga"
"lubuak","lubuk"
"lucu","jenaka kocak lucu"
"lucuik","lucut"
"ludah","ludah"
"luhua","lohor"
"lukih","lukis"
"luko","cedera luka"
"lulua","lulur telan telan"
"luluah","luluh"
"luluak","lumpur"
"luluakangek","lahar"
"luluang","lolong"
"luluih","lulus"
"lumaih","lumas"
"lumayan","lumayan"
"lumbo-lumbo","lumba-lumba"
"lumbuang","lumbung"
"lumpang","lumpang"
"lumpiang","lumping"
"lumpuah","lumpuh"
"lumua","lumur"
"lumuik","lumut"
"lunak","lunak"
"luncua","luncur"
"lungga","lapang longgar"
"lungguak","longgok"
"lunto","lunta"
"luntua","luntur"
"luok","luap"
"lupo","lupa"
"lupuik","luput"
"lurah","jurang lurah"
"luruih","lurus"
"lusin","losin"
"lusuah","lusuh"
